userId,movieId,rating
6,903,4.0
6,1259,4.5
6,1285,4.5
6,1639,2.0
6,1909,3.0
6,2001,3.0
6,2019,4.0
6,2502,3.5
6,2890,3.0
6,4975,1.5
6,7090,3.0
6,8368,3.5
6,8874,4.5
7,21,3.0
7,198,2.0
7,260,5.0
7,316,2.0
7,318,5.0
7,329,3.0
7,345,3.0
7,480,4.0
7,500,3.0
7,539,3.0
7,541,4.0
7,590,4.0
7,592,3.0
7,594,4.0
7,708,3.0
7,745,5.0
7,924,4.0
7,1073,3.0
7,1278,3.0
7,1371,3.0
7,1372,3.0
7,1373,2.0
7,1374,4.0
7,1375,3.0
7,1376,3.0
7,1394,3.0
7,1405,5.0
8,260,3.5
8,296,4.0
8,318,5.0
8,457,4.5
8,527,5.0
8,593,4.5
8,628,4.0
8,805,3.5
8,858,5.0
8,1259,4.0
8,1265,3.0
8,1552,3.0
8,1961,5.0
8,2324,4.0
8,2502,5.0
8,2762,4.5
8,2791,4.5
8,2959,4.0
8,3578,5.0
8,4011,4.5
8,4034,4.5
8,4226,5.0
8,4886,3.5
8,4896,3.5
8,4973,4.0
8,4995,3.5
8,8873,4.0
8,8874,3.0
8,33166,4.5
8,40819,3.5
8,44004,3.0
9,17,4.0
9,318,4.0
9,527,5.0
9,593,4.0
9,608,5.0
9,1059,5.0
9,1541,2.0
9,1721,3.0
9,2268,3.0
9,2291,4.0
9,2294,2.0
9,2762,4.0
10,318,4.0
10,345,4.0
10,592,3.0
10,1089,3.0
10,1611,5.0
10,1923,5.0
10,2108,3.0
10,2890,4.0
10,3019,4.0
11,70,1.0
11,296,5.0
11,778,4.5
11,923,5.0
11,1918,3.0
11,2762,3.0
12,253,3.0
12,608,2.0
12,673,1.0
12,1374,1.0
12,1639,2.0
12,2959,4.0
12,3176,3.0
13,296,3.5
13,318,4.5
13,480,3.0
13,527,4.0
13,587,3.0
13,590,4.0
13,919,3.5
13,1259,4.0
13,1265,2.5
13,1918,3.0
13,1961,4.0
13,2762,3.0
13,4886,3.5
13,58559,4.5
14,594,1.0
14,1721,3.0
14,3175,5.0
15,6,4.0
15,16,3.5
15,17,3.0
15,21,4.5
15,25,3.0
15,62,2.0
15,70,0.5
15,82,5.0
15,111,5.0
15,150,3.0
15,153,1.0
15,161,3.0
15,162,4.0
15,165,3.0
15,185,2.0
15,198,1.5
15,215,4.5
15,223,4.0
15,225,1.0
15,235,4.0
15,247,2.0
15,253,2.0
15,260,5.0
15,288,2.0
15,292,1.0
15,293,5.0
15,296,5.0
15,306,5.0
15,307,4.0
15,316,3.0
15,318,2.0
15,329,1.5
15,339,2.5
15,342,3.0
15,429,1.0
15,457,5.0
15,480,3.0
15,494,4.0
15,500,3.0
15,527,4.0
15,535,3.0
15,539,2.0
15,540,1.5
15,541,5.0
15,587,1.0
15,590,3.0
15,592,4.0
15,593,5.0
15,594,2.5
15,597,2.5
15,608,5.0
15,628,2.5
15,648,4.0
15,708,3.0
15,745,3.0
15,750,4.0
15,778,4.0
15,851,4.0
15,858,5.0
15,899,5.0
15,903,5.0
15,910,2.5
15,912,5.0
15,913,4.0
15,916,1.0
15,919,3.0
15,922,1.0
15,923,5.0
15,924,5.0
15,926,3.0
15,931,1.0
15,1059,1.5
15,1073,3.0
15,1088,2.0
15,1089,4.0
15,1213,3.0
15,1244,5.0
15,1246,1.0
15,1248,3.0
15,1251,3.0
15,1252,5.0
15,1254,3.5
15,1259,3.0
15,1260,3.0
15,1265,4.0
15,1267,5.0
15,1281,1.0
15,1283,3.0
15,1284,3.0
15,1370,3.0
15,1377,3.0
15,1380,2.5
15,1394,4.0
15,1396,4.0
15,1405,3.0
15,1407,5.0
15,1485,3.0
15,1544,1.0
15,1552,1.5
15,1556,2.5
15,1562,1.5
15,1573,4.0
15,1589,2.0
15,1610,3.0
15,1639,4.0
15,1653,3.0
15,1673,3.0
15,1676,4.0
15,1717,4.0
15,1721,1.5
15,1722,3.5
15,1729,1.0
15,1816,2.5
15,1882,1.5
15,1909,2.0
15,1912,5.0
15,1917,2.0
15,1921,4.0
15,1923,4.5
15,1954,3.0
15,1961,3.5
15,1964,3.0
15,1968,4.0
15,1994,2.5
15,2000,3.0
15,2003,3.0
15,2010,3.0
15,2011,3.0
15,2012,1.0
15,2019,4.5
15,2064,4.5
15,2105,4.0
15,2108,4.5
15,2115,4.0
15,2124,2.0
15,2160,3.0
15,2186,3.0
15,2232,4.0
15,2268,1.0
15,2269,2.5
15,2288,3.0
15,2291,3.0
15,2294,2.0
15,2313,3.5
15,2321,3.5
15,2324,2.0
15,2333,3.0
15,2360,2.0
15,2502,5.0
15,2574,1.0
15,2594,4.0
15,2605,1.0
15,2617,1.0
15,2640,4.0
15,2648,3.0
15,2671,4.0
15,2701,1.0
15,2722,2.0
15,2762,1.0
15,2791,4.0
15,2890,4.0
15,2959,5.0
15,2990,3.5
15,3004,1.0
15,3019,3.0
15,3033,4.0
15,3081,1.0
15,3083,5.0
15,3107,3.0
15,3160,3.0
15,3175,4.0
15,3176,2.0
15,3418,1.0
15,3476,4.5
15,3489,2.0
15,3512,3.0
15,3536,4.0
15,3577,3.5
15,3578,2.0
15,3635,3.5
15,3638,3.5
15,3981,1.0
15,4011,1.0
15,4025,1.0
15,4034,4.0
15,4226,5.0
15,4235,4.0
15,4351,3.0
15,4638,1.0
15,4643,3.0
15,4727,3.0
15,4734,1.0
15,4886,5.0
15,4896,1.0
15,4973,2.0
15,4975,1.0
15,4995,1.0
15,5060,1.5
15,5481,2.0
15,5618,1.5
15,5902,4.0
15,5995,4.0
15,6003,1.5
15,6440,3.5
15,6537,2.5
15,6620,1.5
15,6934,1.5
15,7008,3.5
15,7090,3.0
15,7484,4.0
15,8368,1.5
15,8645,2.0
15,8665,3.5
15,8874,2.5
15,8970,2.0
15,8984,2.0
15,27904,2.5
15,30707,1.5
15,30810,1.5
15,31696,3.5
15,33166,3.5
15,38061,4.5
15,40815,1.5
15,44004,1.0
15,44555,1.0
15,45186,2.5
15,45722,2.0
15,46972,3.5
15,46976,3.5
15,48385,4.0
15,48780,4.0
15,51540,5.0
15,54272,1.0
15,54503,3.5
15,58559,4.5
15,69526,3.0
15,100032,2.0
16,318,4.0
16,337,4.0
16,527,4.0
16,750,4.0
16,1653,5.0
16,1961,3.5
16,2012,4.0
16,4995,4.5
17,6,4.5
17,25,4.5
17,111,5.0
17,185,3.0
17,198,5.0
17,223,2.5
17,235,5.0
17,247,2.0
17,260,3.5
17,288,2.0
17,293,4.0
17,296,5.0
17,307,3.5
17,318,5.0
17,480,0.5
17,482,0.5
17,527,4.0
17,541,5.0
17,590,3.0
17,593,4.5
17,608,3.5
17,714,4.5
17,778,4.5
17,858,5.0
17,903,5.0
17,910,3.5
17,912,4.5
17,913,5.0
17,922,5.0
17,923,4.5
17,924,4.5
17,928,4.5
17,931,4.5
17,942,3.5
17,965,3.5
17,1089,5.0
17,1213,5.0
17,1244,4.0
17,1245,4.0
17,1246,5.0
17,1248,5.0
17,1251,3.5
17,1252,5.0
17,1265,4.5
17,1267,5.0
17,1396,3.0
17,1653,5.0
17,1673,4.5
17,1721,0.5
17,1729,2.5
17,1809,3.0
17,1884,5.0
17,1921,5.0
17,1923,3.0
17,2010,5.0
17,2011,4.0
17,2012,4.0
17,2021,3.5
17,2023,4.0
17,2067,4.5
17,2160,4.5
17,2232,4.5
17,2324,4.5
17,2502,1.0
17,2594,5.0
17,2762,4.5
17,2791,2.0
17,2959,5.0
17,3160,2.5
17,3476,4.5
17,3578,4.0
17,4034,4.0
17,4226,5.0
17,4886,3.5
17,4896,0.5
17,4973,4.5
17,4975,4.0
17,4995,3.0
17,5060,0.5
17,5608,4.5
17,6538,4.0
17,7090,4.0
17,8195,3.0
17,8665,3.5
17,8874,3.5
17,8973,3.5
17,27721,4.0
17,31410,5.0
18,6,4.0
18,17,4.0
18,18,3.0
18,25,5.0
18,62,4.0
18,85,4.0
18,260,3.0
18,494,3.0
18,608,4.0
18,628,4.0
18,648,3.0
18,653,4.0
18,708,4.0
18,765,2.0
18,805,4.0
19,6,3.0
19,16,5.0
19,21,3.0
19,25,3.0
19,70,4.0
19,89,3.0
19,105,3.0
19,111,5.0
19,150,3.0
19,153,3.0
19,162,5.0
19,165,3.0
19,177,2.0
19,198,3.0
19,215,3.0
19,223,4.0
19,235,3.0
19,247,4.0
19,253,3.0
19,260,4.0
19,276,1.0
19,288,5.0
19,292,4.0
19,293,4.0
19,296,5.0
19,306,5.0
19,307,5.0
19,316,3.0
19,318,4.0
19,329,3.0
19,337,3.0
19,339,4.0
19,345,3.0
19,379,3.0
19,407,3.0
19,423,3.0
19,429,4.0
19,457,4.0
19,464,4.0
19,475,3.0
19,479,2.0
19,480,4.0
19,482,2.0
19,494,3.0
19,500,3.0
19,527,4.0
19,535,4.0
19,541,4.0
19,590,3.0
19,592,4.0
19,593,3.0
19,594,4.0
19,597,3.0
19,608,5.0
19,628,3.0
19,648,3.0
19,653,3.0
19,750,5.0
19,805,3.0
19,858,5.0
19,898,5.0
19,902,3.0
19,903,4.0
19,912,3.0
19,913,5.0
19,916,5.0
19,923,5.0
19,924,4.0
19,928,5.0
19,931,3.0
19,950,4.0
19,954,4.0
19,955,4.0
19,965,4.0
19,1073,4.0
19,1088,3.0
19,1089,4.0
19,1091,3.0
19,1213,5.0
19,1244,4.0
19,1246,3.0
19,1248,4.0
19,1252,4.0
19,1253,4.0
19,1254,5.0
19,1259,3.0
19,1260,5.0
19,1265,4.0
19,1267,4.0
19,1271,3.0
19,1278,4.0
19,1282,4.0
19,1283,4.0
19,1284,4.0
19,1285,3.0
19,1370,4.0
19,1371,4.0
19,1372,2.0
19,1373,3.0
19,1374,3.0
19,1375,4.0
19,1376,3.0
19,1377,3.0
19,1380,3.0
19,1394,5.0
19,1396,3.0
19,1405,3.0
19,1441,3.0
19,2019,3.0
19,4970,4.0
20,150,3.0
20,153,4.0
20,260,1.5
20,296,0.5
20,316,3.5
20,318,4.5
20,457,4.5
20,480,3.0
20,500,3.0
20,527,2.5
20,590,2.0
20,592,4.0
20,593,0.5
20,597,4.0
20,608,2.0
20,745,5.0
20,750,4.0
20,858,2.0
20,905,3.5
20,912,2.0
20,1441,2.5
20,2013,3.0
20,2762,3.5
20,2959,0.5
20,5618,3.5
20,8970,2.5
21,21,3.0
21,260,3.0
21,273,3.0
21,288,3.0
21,296,3.0
21,316,3.0
21,329,3.0
21,379,3.0
21,457,3.0
21,480,3.0
21,527,5.0
21,541,3.0
21,590,4.0
21,592,3.0
21,593,4.0
21,594,3.0
21,597,3.0
21,648,3.0
21,750,5.0
21,858,4.0
21,899,3.0
21,910,3.0
21,912,5.0
21,913,4.0
21,918,4.0
21,919,4.0
21,923,5.0
21,924,4.0
21,954,4.0
21,1088,2.0
21,1089,3.0
21,1091,3.0
21,1246,4.0
21,1252,3.0
21,1253,3.0
21,1254,5.0
21,1259,4.0
21,1265,3.0
21,1281,4.0
21,1282,3.0
21,1283,4.0
21,1370,3.0
21,1371,3.0
21,1372,3.0
21,1373,3.0
21,1374,4.0
21,1375,3.0
21,1376,3.0
21,1380,3.0
21,1394,4.0
21,5060,3.0
22,70,3.0
22,153,3.0
22,158,1.0
22,235,2.0
22,253,4.5
22,260,4.0
22,296,5.0
22,315,3.0
22,457,4.5
22,480,4.5
22,541,4.5
22,592,4.5
22,593,4.5
22,648,5.0
22,858,4.0
22,1089,4.0
22,1371,2.0
22,1372,4.0
22,1374,3.5
22,1375,4.0
22,1376,4.0
22,1377,4.0
22,1544,3.0
22,1721,3.0
22,1722,3.5
22,1884,4.5
22,1909,3.0
22,1917,2.5
22,1923,2.5
22,2011,3.5
22,2023,3.5
22,2115,3.5
22,2232,3.5
22,2288,4.0
22,2291,4.5
22,2502,1.5
22,2605,2.0
22,2617,2.5
22,2701,2.0
22,2762,4.0
22,2959,4.0
22,2990,3.0
22,3033,4.0
22,3081,5.0
22,3176,2.5
22,3578,3.0
22,4011,4.5
22,4105,4.0
22,4226,5.0
22,4643,2.5
22,4886,4.0
22,4896,3.5
22,4975,4.5
22,6934,2.0
22,7454,3.0
22,8368,3.5
22,30793,4.0
22,31696,4.0
23,6,3.5
23,16,4.0
23,62,4.0
23,89,4.0
23,111,5.0
23,150,3.5
23,153,3.0
23,185,3.5
23,224,4.0
23,235,4.0
23,247,4.0
23,253,3.5
23,260,4.5
23,292,2.5
23,293,4.0
23,296,4.5
23,306,3.5
23,307,2.5
23,316,3.5
23,318,5.0
23,337,4.5
23,345,4.0
23,457,3.5
23,480,3.5
23,527,3.5
23,535,4.5
23,539,2.5
23,541,3.0
23,590,2.5
23,592,3.5
23,593,4.5
23,597,3.0
23,605,4.0
23,608,4.5
23,648,4.5
23,653,2.5
23,668,4.5
23,670,4.5
23,745,4.5
23,750,4.5
23,778,4.5
23,805,3.5
23,858,5.0
23,898,4.5
23,899,4.5
23,900,2.5
23,903,3.5
23,905,4.0
23,910,4.5
23,912,5.0
23,913,4.0
23,922,4.5
23,923,5.0
23,924,3.5
23,926,4.0
23,928,4.5
23,931,4.5
23,942,4.0
23,949,3.5
23,954,5.0
23,955,3.5
23,965,3.5
23,1059,4.5
23,1089,3.5
23,1213,5.0
23,1244,3.5
23,1246,4.0
23,1248,4.5
23,1251,5.0
23,1252,4.5
23,1254,3.5
23,1260,4.0
23,1265,4.0
23,1267,5.0
23,1281,3.0
23,1284,4.0
23,1377,2.5
23,1380,2.5
23,1394,4.0
23,1544,2.0
23,1552,3.0
23,1556,0.5
23,1562,1.0
23,1673,4.0
23,1721,5.0
23,1722,3.0
23,1873,3.0
23,1917,2.0
23,1954,3.0
23,1959,2.5
23,1961,4.0
23,2002,3.5
23,2010,3.5
23,2011,4.0
23,2012,4.5
23,2019,4.0
23,2023,3.0
23,2067,2.5
23,2115,4.0
23,2176,5.0
23,2186,5.0
23,2291,4.0
23,2313,3.5
23,2321,5.0
23,2324,3.5
23,2333,3.5
23,2360,3.5
23,2502,4.0
23,2617,3.5
23,2640,4.5
23,2648,4.5
23,2721,3.5
23,2731,5.0
23,2762,4.0
23,2890,4.0
23,2959,3.5
23,3019,3.5
23,3081,3.0
23,3083,5.0
23,3160,4.5
23,3176,5.0
23,3489,3.5
23,3578,4.0
23,3681,3.5
23,4011,4.5
23,4034,3.5
23,4226,4.5
23,4235,4.0
23,4267,4.0
23,4886,3.5
23,4896,3.5
23,4973,5.0
23,4975,2.0
23,4995,4.5
23,5060,3.0
23,5147,4.0
23,5177,4.5
23,5618,3.5
23,5902,5.0
23,5971,4.5
23,5995,4.5
23,6440,3.5
23,6537,3.0
23,6591,4.0
23,6620,3.5
23,6934,3.0
23,7008,1.5
23,7090,4.5
23,7234,4.0
23,7347,3.0
23,8195,3.0
23,8368,4.0
23,8873,4.5
23,8970,4.5
23,8973,4.0
23,8984,3.0
23,25753,3.5
23,26242,5.0
23,27721,3.0
23,30707,3.5
23,30793,3.5
23,33166,5.0
23,34326,4.0
23,37736,3.0
23,40815,3.0
23,40819,3.0
23,41569,2.0
23,41571,2.5
23,45186,3.5
23,45722,2.5
23,48385,3.5
24,6,5.0
24,150,3.0
24,165,4.0
24,296,5.0
24,316,3.0
24,457,4.0
24,590,4.0
24,592,3.0
24,648,4.0
25,260,4.0
25,494,3.0
25,608,3.0
25,653,2.0
25,778,4.0
25,1073,5.0
25,1405,3.0
26,153,3.5
26,165,2.5
26,260,3.0
26,296,3.5
26,316,0.5
26,318,4.0
26,457,3.5
26,480,2.5
26,500,1.0
26,593,3.5
26,608,3.5
26,648,2.5
26,778,4.5
26,858,4.0
26,1089,3.5
26,1405,1.5
26,1653,3.5
26,1884,4.0
26,2959,4.0
26,3578,2.5
26,4011,5.0
26,4226,4.0
26,4973,3.5
26,4995,3.0
26,5608,4.0
26,8368,3.0
26,8665,4.0
26,8874,1.5
26,27376,0.5
26,30810,3.0
26,31410,2.0
26,37731,3.0
26,38061,4.5
26,46976,4.0
26,48780,4.5
26,49530,4.0
26,53129,4.5
26,54503,2.5
26,58559,5.0
27,111,4.0
27,296,4.0
27,527,5.0
27,593,4.0
27,1213,4.0
27,1610,4.0
27,1639,4.0
27,1721,3.0
27,1892,4.0
27,2502,4.0
27,2762,5.0
28,21,5.0
28,345,5.0
28,898,5.0
28,899,5.0
28,902,5.0
28,903,3.0
28,913,4.0
28,924,4.0
28,926,5.0
28,1059,5.0
28,1252,5.0
28,1267,5.0
28,1610,4.0
28,2019,2.0
28,2291,4.0
28,2324,5.0
28,2662,4.0
29,778,5.0
29,1717,3.0
29,5065,2.0
29,6934,2.5
29,58559,5.0
30,6,4.0
30,16,5.0
30,18,2.0
30,21,5.0
30,25,4.0
30,70,4.0
30,111,4.0
30,150,5.0
30,158,3.0
30,161,5.0
30,162,1.0
30,165,4.0
30,224,4.0
30,227,2.0
30,235,4.0
30,253,4.0
30,260,4.0
30,288,1.0
30,296,5.0
30,318,5.0
30,337,5.0
30,410,4.0
30,426,2.0
30,457,5.0
30,459,4.0
30,480,4.0
30,500,4.0
30,527,5.0
30,535,4.0
30,539,3.0
30,540,4.0
30,541,4.0
30,581,3.0
30,587,2.0
30,590,5.0
30,592,4.0
30,593,4.0
30,594,3.0
30,597,4.0
30,608,5.0
30,628,5.0
30,750,3.0
30,765,3.0
30,805,5.0
30,858,5.0
30,898,5.0
30,899,4.0
30,903,4.0
30,912,5.0
30,913,5.0
30,919,4.0
30,922,5.0
30,923,5.0
30,924,4.0
30,928,5.0
30,950,4.0
30,954,4.0
30,1073,3.0
30,1088,4.0
30,1089,5.0
30,1091,1.0
30,1213,5.0
30,1244,4.0
30,1245,4.0
30,1246,4.0
30,1252,5.0
30,1259,4.0
30,1265,4.0
30,1267,5.0
30,1271,4.0
30,1278,3.0
30,1283,4.0
30,1285,4.0
30,1370,4.0
30,1377,3.0
30,1380,4.0
30,1394,5.0
30,1396,4.0
30,1440,3.0
30,1485,4.0
30,1488,4.0
30,1552,4.0
30,1562,3.0
30,1589,3.0
30,1610,5.0
30,1611,2.0
30,1673,4.0
30,1701,4.0
30,1721,4.0
30,1729,5.0
30,1873,5.0
30,1882,2.0
30,1884,1.0
30,1892,5.0
30,1912,4.0
30,1917,4.0
30,1923,4.0
30,1954,5.0
30,1961,5.0
30,1968,4.0
30,1994,4.0
30,2000,4.0
30,2001,4.0
30,2002,3.0
30,2003,3.0
30,2011,4.0
30,2012,3.0
30,2013,3.0
30,2023,5.0
30,2024,1.0
30,2064,4.0
30,2105,2.0
30,2108,4.0
30,2114,4.0
30,2115,4.0
30,2116,3.0
30,2124,4.0
30,2160,5.0
30,2264,2.0
30,2268,5.0
30,2269,5.0
30,2291,5.0
30,2313,4.0
30,2321,5.0
30,2574,3.0
30,2605,4.0
30,2617,3.0
30,2640,4.0
30,2671,4.0
30,2701,2.0
30,2757,2.0
30,2762,5.0
30,2791,2.0
30,2890,4.0
30,2959,4.0
30,3019,3.0
30,3035,4.0
30,3072,4.0
30,3081,3.0
30,3107,4.0
30,3160,5.0
30,3176,4.0
30,3418,4.0
30,3426,4.0
30,3476,2.0
30,3489,4.0
30,3526,4.0
30,3536,4.0
30,3578,4.0
30,3638,4.0
30,4011,4.0
30,4025,3.0
30,4034,5.0
30,4146,1.0
30,4226,3.0
30,4326,5.0
30,4495,3.0
30,4643,4.0
30,4886,4.0
30,4896,4.0
30,4954,4.0
30,4995,5.0
30,5060,3.0
30,5902,4.0
30,6440,4.0
31,111,4.5
31,260,4.0
31,296,4.5
31,318,4.0
31,379,4.0
31,527,5.0
31,541,4.0
31,778,3.5
31,858,4.5
31,1089,4.5
31,1091,3.0
31,2502,4.0
31,2959,5.0
31,3072,3.0
31,3698,4.5
31,4886,4.0
31,5995,3.5
31,54503,4.0
31,58559,5.0
32,150,5.0
32,153,4.0
32,158,3.0
32,165,4.0
32,204,4.0
32,225,2.0
32,292,5.0
32,296,2.0
32,316,3.0
32,337,4.0
32,410,3.0
32,457,5.0
32,480,5.0
32,590,5.0
32,592,4.0
33,851,1.0
33,1091,4.0
33,1259,4.0
33,1285,4.0
33,1394,2.0
33,1407,4.0
33,1717,3.0
33,1994,5.0
33,2064,5.0
33,2502,5.0
33,2617,2.0
33,2959,4.0
33,4643,2.0
33,4975,4.0
34,6,3.0
34,21,4.0
34,70,4.0
34,150,4.0
34,198,3.0
34,253,4.0
34,260,4.0
34,288,4.0
34,293,4.0
34,296,5.0
34,316,4.0
34,337,5.0
34,407,3.0
34,482,5.0
34,527,4.0
34,541,4.0
34,581,4.0
34,593,4.0
34,608,4.0
34,678,5.0
34,750,4.0
34,858,4.0
34,912,5.0
34,913,5.0
34,919,3.0
34,923,5.0
34,924,5.0
34,1059,5.0
34,1089,4.0
34,1213,5.0
34,1252,4.0
34,1253,4.0
34,1254,5.0
34,1259,4.0
34,1267,5.0
34,1396,4.0
34,1407,4.0
34,1589,4.0
34,1610,4.0
34,1653,4.0
34,1676,3.0
34,1923,4.0
34,1954,3.0
34,2064,5.0
34,2105,4.0
34,2288,5.0
34,2527,4.0
34,2648,4.0
34,2662,4.0
34,2762,4.0
34,3035,5.0
34,3418,3.0
34,5060,3.0
35,247,3.0
35,838,4.0
35,1267,1.0
35,2105,3.5
35,3072,5.0
36,6,3.0
36,16,3.0
36,18,4.0
36,21,3.0
36,25,4.0
36,68,4.0
36,111,4.0
36,165,3.0
36,223,5.0
36,253,4.0
36,260,5.0
36,273,3.0
36,288,4.0
36,293,5.0
36,296,4.0
36,306,5.0
36,307,5.0
36,315,5.0
36,318,4.0
36,345,4.0
36,457,3.0
36,469,4.0
36,475,4.0
36,480,3.0
36,521,4.0
36,527,5.0
36,539,3.0
36,540,3.0
36,587,3.0
36,590,3.0
36,592,3.0
36,593,4.0
36,597,3.0
36,778,5.0
36,838,4.0
37,902,2.0
37,912,5.0
37,1246,5.0
37,4011,3.0
37,4034,5.0
38,16,4.5
38,293,4.5
38,296,5.0
38,306,4.5
38,318,4.5
38,527,4.5
38,590,3.5
38,593,4.5
38,778,4.0
38,838,4.5
38,858,4.5
38,926,4.5
38,1213,4.0
38,1244,4.0
38,2000,3.0
38,2324,4.5
38,2959,4.0
38,3578,4.5
38,4226,4.5
38,4973,4.0
38,4995,4.5
38,7234,4.0
38,8197,4.5
38,44555,4.5
38,49530,4.0
38,58559,4.5
39,6,4.0
39,16,5.0
39,21,3.0
39,70,5.0
39,150,4.0
39,153,3.0
39,162,5.0
39,165,5.0
39,177,4.0
39,198,5.0
39,223,4.0
39,253,4.0
39,273,3.0
39,288,4.0
39,293,4.0
39,296,5.0
39,315,4.0
39,316,4.0
39,426,3.0
39,457,4.0
39,590,3.0
39,592,3.0
39,593,3.0
39,648,4.0
40,260,4.5
40,2959,4.0
40,4226,5.0
40,8874,4.5
40,38061,5.0
40,48780,5.0
40,51540,4.5
40,58559,4.5
41,165,4.0
41,253,4.0
41,260,4.0
41,316,3.5
41,329,4.0
41,426,3.0
41,457,4.0
41,541,5.0
41,592,4.0
41,648,4.0
41,919,4.0
41,924,5.0
41,1073,4.0
41,1371,3.5
41,1372,4.0
41,1373,4.0
41,1374,4.5
41,1375,4.0
41,1376,4.0
41,1552,3.5
41,1676,4.0
41,1917,4.0
41,2001,3.0
41,2003,2.5
41,2011,4.0
41,2012,3.5
41,2105,5.0
41,2232,3.5
41,2640,4.0
41,3033,4.0
41,3175,4.0
41,3479,4.0
41,3638,3.5
41,3698,3.5
41,4553,4.5
41,5618,4.0
41,6537,3.5
41,6934,4.0
41,8371,4.0
42,165,3.5
42,260,4.5
42,296,5.0
42,318,5.0
42,457,5.0
42,480,5.0
42,527,4.5
42,648,4.0
42,1370,3.5
42,1573,3.0
42,1721,4.0
42,4886,4.0
42,40815,3.5
42,58559,4.5
43,70,2.0
43,223,3.0
43,339,4.0
43,480,4.0
43,500,3.0
43,527,5.0
43,608,5.0
43,838,4.0
43,1380,3.0
43,1544,2.0
43,1673,3.0
43,1968,3.0
43,2000,2.0
43,2003,2.0
43,2004,1.0
43,2160,1.0
43,2291,3.0
43,2321,4.0
43,2671,4.0
43,2791,2.0
43,3160,4.0
44,6,3.0
44,17,2.0
44,25,3.0
44,62,5.0
44,260,3.0
44,494,3.0
44,628,3.0
44,648,3.0
44,805,4.0
45,899,4.0
45,903,5.0
45,1639,3.0
45,1673,4.5
45,3160,4.5
45,4235,4.0
45,4995,2.5
46,2605,5.0
46,49530,5.0
46,58559,5.0
47,150,4.0
47,153,4.0
47,161,5.0
47,165,4.0
47,253,3.0
47,288,4.0
47,292,5.0
47,296,4.0
47,315,4.0
47,316,5.0
47,329,4.0
47,410,3.0
47,457,5.0
47,592,3.0
47,593,5.0
48,111,3.0
48,158,3.0
48,223,2.5
48,288,3.5
48,293,5.0
48,296,4.5
48,480,3.5
48,527,4.5
48,541,4.0
48,593,3.5
48,648,3.5
48,673,3.0
48,778,4.5
48,858,4.0
48,924,4.5
48,1407,2.5
48,1485,3.5
48,1544,3.5
48,1676,3.0
48,1721,4.0
48,1882,3.0
48,1884,4.5
48,1917,3.5
48,1921,4.0
48,1923,3.5
48,2232,3.5
48,2288,3.5
48,2291,4.0
48,2294,3.0
48,2324,4.5
48,2617,3.5
48,2722,2.5
48,2762,3.5
48,2959,5.0
48,3578,5.0
48,4011,4.0
48,4226,3.5
48,4886,3.5
48,4973,5.0
48,4975,3.5
48,4995,4.0
48,5618,4.5
48,5902,4.0
48,5971,4.0
48,5995,4.0
48,6934,3.0
48,8645,3.0
48,8874,4.5
48,8906,2.5
48,8965,3.0
48,27850,3.5
48,30793,3.5
48,31410,4.5
48,33166,3.5
48,41569,3.5
48,44022,3.0
48,44555,4.5
48,44974,3.5
48,46976,3.0
